run,experiment_name,label,algorithm,reward,seed,total_timesteps,requested_total_timesteps,train_seconds,stages,early_stop_reason,early_stop_timesteps,eval_episodes,eval_mean_reward,eval_std_reward,eval_mean_length,eval_goal_success_rate,eval_goal_success_count,eval_grasp_success_rate,eval_grasp_success_count,eval_pick_success_rate,eval_pick_success_count,eval_mean_collision_count,eval_total_collision_count,eval_mean_object_goal_distance_final,eval_mean_gripper_object_distance_min,eval_mean_object_lift_max,train_episodes,last_reward_mean,last_reward_std,first_success_timestep,last_component_goal distance,last_component_gripper distance,last_component_lift,last_component_height overshoot,last_component_success bonus,last_component_action penalty,last_component_collision penalty,last_stage_reach_fraction,last_stage_grasp_fraction,last_stage_transport_fraction,last_stage_success_fraction
20260510_003902_sac_curriculum_air,sac_curriculum_air,sac_curriculum_air,SAC,shaped,42,400000,1200000,5079.057334887,3,target_reached:pick_success_rate=1.0000 target=0.9500,400000,100,309.93056280646215,14.800559540275643,50.0,1.0,100,1.0,100,1.0,100,0.0,0,0.023702034273022546,0.00938650861316256,0.19109685908317647,8000,376.045105,22.455959439323216,150100,-0.2516081548971803,-0.0017216706969251708,0.03488202031575203,-0.007778856394025785,7.753999999999999,-0.00687123955194219,0.0,0.0508,0.1174,0.056399999999999985,0.7753999999999999
