run,algorithm,reward,seed,total_timesteps,train_seconds,eval_episodes,eval_mean_reward,eval_std_reward,eval_mean_length,eval_goal_success_rate,eval_goal_success_count,eval_grasp_success_rate,eval_grasp_success_count,eval_pick_success_rate,eval_pick_success_count,eval_mean_collision_count,eval_total_collision_count,train_episodes,train_mean_reward,train_last20_mean_reward,train_reward_rolling_std20,train_episode_success_rate,train_last20_episode_success,train_last100_episode_success,train_first_success_episode,train_first_success_timestep,train_first_success_seconds,train_episode_grasp_success_rate,train_last20_episode_grasp_success,train_last100_episode_grasp_success,train_first_grasp_success_episode,train_first_grasp_success_timestep,train_first_grasp_success_seconds,train_episode_pick_success_rate,train_last20_episode_pick_success,train_last100_episode_pick_success,train_total_collision_count,train_mean_collision_count,train_last20_episode_collision_count,train_last100_episode_collision_count
20260426_195507_ppo_penalized,PPO,penalized,42,300000,318.2598670880002,100,-13.73574074339498,16.840093433931926,50.0,0.02,2,0.0,0,0.0,0,0.0,0,6060,-15.218999846864685,-13.91664115,4.57478743719523,0.041584158415841586,0.05,0.05,27,1350,2.33716,0.005445544554455445,0.0,0.0,129,6450,7.225525,0.0,0.0,0.0,254.0,0.04191419141914191,0.0,0.02
20260426_200029_sac_penalized,SAC,penalized,42,300000,2494.200263095,100,-12.97183841292188,16.97074080518171,50.0,0.03,3,0.0,0,0.0,0,0.0,0,6000,-11.8349587315,-5.698692399999999,4.9282862045124025,0.036833333333333336,0.1,0.08,42,2100,10.109073,0.0028333333333333335,0.0,0.0,426,21300,162.464795,0.0,0.0,0.0,143.0,0.023833333333333335,0.0,0.0
