run,algorithm,reward,seed,total_timesteps,train_seconds,eval_episodes,eval_mean_reward,eval_std_reward,eval_mean_length,eval_goal_success_rate,eval_goal_success_count,eval_grasp_success_rate,eval_grasp_success_count,eval_pick_success_rate,eval_pick_success_count,eval_mean_collision_count,eval_total_collision_count,train_episodes,train_mean_reward,train_last20_mean_reward,train_reward_rolling_std20,train_episode_success_rate,train_last20_episode_success,train_last100_episode_success,train_episode_grasp_success_rate,train_last20_episode_grasp_success,train_last100_episode_grasp_success,train_first_grasp_success_episode,train_first_grasp_success_timestep,train_first_grasp_success_seconds,train_episode_pick_success_rate,train_last20_episode_pick_success,train_last100_episode_pick_success,train_total_collision_count,train_mean_collision_count,train_last20_episode_collision_count,train_last100_episode_collision_count,train_first_success_episode,train_first_success_timestep,train_first_success_seconds,train_first_pick_success_episode,train_first_pick_success_timestep,train_first_pick_success_seconds
20260426_193808_ppo_shaped_air_1m,PPO,shaped,42,1000000,265.568639671,100,-13.02541273419154,2.840100656831254,50.0,0.0,0,0.0,0,0.0,0,0.0,0,20152,-14.46309860321556,-13.427385000000001,1.2961593265257823,0.0,0.0,0.0,0.011859865025803891,0.0,0.03,45,2250,1.08413,0.0,0.0,0.0,604.0,0.029972211194918618,0.0,0.0,,,,,,
sac_air_shaped_1m,SAC,shaped,42,1000000,8712.333486077998,100,130.62762723672992,4.868813394942751,50.0,1.0,100,1.0,100,1.0,100,0.0,0,20000,71.01089493094999,129.2200248,61.77261931975206,0.60515,1.0,1.0,0.8246,1.0,1.0,41,2050,40.169392,0.60515,1.0,1.0,119.0,0.00595,0.0,0.0,2753.0,137650.0,1491.785159,2753.0,137650.0,1491.785159
